sale_date,total_revenue,net_revenue,gross_profit,total_quantity_sold,gross_margin_percentage
2025-06-24,1069907.17,968505.44,416642.29,2853,43.02
2025-06-25,1174095.19,1067947.40,470732.85,2977,44.08
2025-06-26,1058337.28,959634.11,418589.79,2809,43.62
2025-06-27,1056720.94,958693.88,415153.64,2859,43.30
2025-06-28,1128599.07,1017889.71,433023.04,2892,42.54
2025-06-29,1124564.21,1018553.36,433988.29,2994,42.61
2025-06-30,1117651.03,1016242.21,440038.19,2882,43.30
2025-07-01,1235225.00,1121304.05,499985.03,2973,44.59
2025-07-02,1180480.58,1068357.92,470390.37,2946,44.03
2025-07-03,1117576.13,1006638.16,434190.11,2882,43.13
2025-07-04,1087004.98,982308.64,431014.99,2840,43.88
2025-07-05,1140308.76,1027289.69,444002.04,2908,43.22
2025-07-06,1139291.05,1036221.65,459035.46,2956,44.30
2025-07-07,1171723.54,1064737.79,479412.11,2933,45.03
2025-07-08,1233432.19,1117490.40,482759.32,3077,43.20
2025-07-09,1104638.92,999918.30,440722.40,2949,44.08
2025-07-10,1031903.17,940207.85,414548.67,2776,44.09
2025-07-11,1088362.40,984988.07,425433.40,2778,43.19
2025-07-12,1056280.22,956999.17,411023.42,2833,42.95
2025-07-13,1131612.88,1030633.12,448668.97,2863,43.53
2025-07-14,1141491.64,1029025.64,445028.22,2901,43.25
2025-07-15,1143508.10,1033274.57,434627.53,3014,42.06
2025-07-16,1133909.55,1030265.12,455341.08,2919,44.20
2025-07-17,1114739.44,1010417.84,443233.57,2905,43.87
2025-07-18,1180209.57,1076632.03,468806.34,3025,43.54
2025-07-19,1086861.68,995283.84,444495.02,2860,44.66
2025-07-20,1140323.28,1032027.66,450137.60,2956,43.62
2025-07-21,1175164.86,1060409.56,460530.43,2953,43.43
2025-07-22,1147284.50,1040473.68,464982.49,2898,44.69
2025-07-23,1186264.68,1072489.94,459045.01,3053,42.80
2025-07-24,1085892.05,981444.74,419565.31,2766,42.75
2025-07-25,1042468.56,942020.04,397115.30,2757,42.16
2025-07-26,1103473.76,998689.48,440373.33,2867,44.10
2025-07-27,1151248.26,1051989.69,471496.21,2870,44.82
2025-07-28,1155917.61,1045600.63,460210.29,2982,44.01
2025-07-29,1111926.93,1015558.93,436199.56,2929,42.95
2025-07-30,1216155.36,1105426.23,479056.61,3149,43.34
2025-07-31,1173789.25,1063134.58,462517.68,2969,43.51
2025-08-01,1131241.30,1024567.63,450346.59,2844,43.95
2025-08-02,1184663.98,1069305.06,467369.64,3062,43.71
2025-08-03,1129874.19,1027821.42,451570.37,2910,43.93
2025-08-04,1109645.95,1012997.79,445310.33,2784,43.96
2025-08-05,1146803.64,1039180.28,454305.77,2905,43.72
2025-08-06,1159734.73,1048229.97,451334.62,3089,43.06
2025-08-07,1131348.27,1029197.30,448609.87,2869,43.59
2025-08-08,1108554.99,1006222.68,443649.03,2812,44.09
2025-08-09,1140738.20,1032215.82,440607.99,2985,42.69
2025-08-10,1112610.10,1011012.50,451321.27,2856,44.64
2025-08-11,1245005.81,1126196.47,496305.69,3106,44.07
2025-08-12,1155734.52,1046886.46,471344.19,2922,45.02
2025-08-13,1133804.39,1028355.51,441509.02,3015,42.93
2025-08-14,1182557.68,1071328.60,474114.76,2956,44.25
2025-08-15,1027932.14,930017.62,411201.15,2720,44.21
2025-08-16,1156559.78,1047663.47,449605.03,3069,42.92
2025-08-17,1144298.32,1034143.75,447433.57,2963,43.27
2025-08-18,1084237.25,976886.76,421485.50,2814,43.15
2025-08-19,1186428.81,1077822.83,477172.69,2935,44.27
2025-08-20,1103630.72,1001418.78,452516.46,2808,45.19
2025-08-21,1176325.01,1064772.65,463307.01,3030,43.51
2025-08-22,1224445.56,1106424.94,495165.21,3001,44.75
2025-08-23,1070479.32,971617.63,422566.35,2898,43.49
2025-08-24,1189811.90,1088232.31,485897.92,3018,44.65
2025-08-25,1208099.21,1092316.65,486870.45,3057,44.57
2025-08-26,1171750.70,1062747.74,462331.05,3006,43.50
2025-08-27,1235134.56,1119690.11,488117.07,3145,43.59
2025-08-28,1062634.70,964403.14,417747.64,2755,43.32
2025-08-29,1069277.56,967837.20,418061.16,2776,43.20
2025-08-30,1151856.54,1048829.18,451515.78,3005,43.05
2025-08-31,1149516.96,1040854.87,447777.89,2997,43.02
2025-09-01,1152535.43,1054386.16,468183.98,2952,44.40
2025-09-02,1106186.76,998901.06,436610.76,2774,43.71
2025-09-03,1155517.56,1048613.01,456001.49,2877,43.49
2025-09-04,1155779.80,1053757.36,473224.22,2889,44.91
2025-09-05,1114980.33,1009114.86,435407.01,2968,43.15
2025-09-06,1171871.58,1058909.51,460970.35,2951,43.53
2025-09-07,1171737.76,1070027.66,461221.80,2979,43.10
2025-09-08,1099562.19,1000861.99,447393.87,2791,44.70
2025-09-09,1117899.97,1011263.10,437954.46,2952,43.31
2025-09-10,1159852.83,1047326.50,462685.10,2933,44.18
2025-09-11,1058374.29,964584.38,425490.27,2743,44.11
2025-09-12,1137131.12,1029334.04,453264.80,2872,44.03
2025-09-13,1087719.64,983258.15,425387.09,2787,43.26
2025-09-14,1110341.56,1005764.63,438649.41,2963,43.61
2025-09-15,1162058.31,1048323.93,457907.76,3045,43.68
2025-09-16,1141858.30,1038346.45,455855.84,2977,43.90
2025-09-17,1129521.83,1025252.96,454798.02,2820,44.36
2025-09-18,1198114.61,1085676.77,476719.76,2963,43.91
2025-09-19,1140823.47,1036091.33,460588.69,2882,44.45
2025-09-20,1184092.13,1075453.51,466820.86,3115,43.41
2025-09-21,1097838.08,994396.75,433471.07,2874,43.59
2025-09-22,1113004.46,999421.12,429716.28,2887,43.00
2025-09-23,1144404.81,1041795.66,463802.49,2875,44.52
2025-09-24,1162470.81,1051282.58,456296.30,2901,43.40
2025-09-25,1162291.40,1058247.85,465654.84,2866,44.00
2025-09-26,1172486.84,1068416.38,470715.71,3096,44.06
2025-09-27,1125366.02,1023977.50,443321.49,2986,43.29
2025-09-28,1094749.06,992803.06,426446.03,2871,42.95
2025-09-29,1152533.57,1042746.15,460072.92,2890,44.12
2025-09-30,1126448.54,1022155.19,454118.23,2840,44.43
2025-10-01,1025854.09,940000.33,419205.75,2718,44.60
2025-10-02,1176855.80,1068539.84,470536.19,2974,44.04
2025-10-03,1178427.08,1072909.49,473383.76,3035,44.12
2025-10-04,1096729.87,997988.30,435960.50,2857,43.68
2025-10-05,1203311.30,1086474.33,483541.24,2987,44.51
2025-10-06,1160712.86,1059036.86,466245.16,3138,44.03
2025-10-07,1032459.95,933051.28,401696.09,2744,43.05
2025-10-08,1139998.89,1028937.55,449033.66,2908,43.64
2025-10-09,1202282.11,1068795.19,453292.35,3097,42.41
2025-10-10,1208515.82,1103359.31,487986.39,3003,44.23
2025-10-11,1118410.80,1011653.88,438014.62,3025,43.30
2025-10-12,1064027.84,966469.46,413402.19,2817,42.77
2025-10-13,1244332.29,1121396.83,487856.88,3096,43.50
2025-10-14,1180187.06,1067129.00,468983.30,3000,43.95
2025-10-15,1146898.47,1042502.11,449608.76,2839,43.13
2025-10-16,1230608.53,1107551.19,479397.78,3070,43.28
2025-10-17,1186251.94,1071412.28,474901.16,2987,44.32
2025-10-18,1234648.20,1120979.83,503593.07,2963,44.92
2025-10-19,1041705.20,944275.01,415028.29,2802,43.95
2025-10-20,1152295.47,1042276.59,442354.02,2926,42.44
2025-10-21,1255033.10,1131917.64,501073.08,3094,44.27
2025-10-22,1203561.22,1100151.78,485569.06,3068,44.14
2025-10-23,1088542.04,984539.61,435133.96,2723,44.20
2025-10-24,1166133.18,1053633.80,455768.18,2931,43.26
2025-10-25,1235783.63,1123313.86,504589.29,3112,44.92
2025-10-26,1163354.29,1054741.54,446518.71,3005,42.33
2025-10-27,1173003.52,1063863.88,467339.56,2913,43.93
2025-10-28,1041214.53,941391.75,401116.15,2639,42.61
2025-10-29,1166761.00,1064164.83,477592.11,2943,44.88
2025-10-30,1131281.11,1027681.38,456124.56,2879,44.38
2025-10-31,1153839.94,1043674.31,450190.31,2916,43.14
2025-11-01,1077114.27,979883.01,422535.01,2862,43.12
2025-11-02,1173757.00,1063119.78,463417.83,2991,43.59
2025-11-03,1060527.74,957953.53,412799.50,2720,43.09
2025-11-04,1206923.10,1094776.17,484198.60,3013,44.23
2025-11-05,1221070.83,1101970.89,487709.78,3143,44.26
2025-11-06,1087730.02,994946.67,448239.54,2827,45.05
2025-11-07,1117111.85,1012175.16,455308.80,2928,44.98
2025-11-08,1199163.54,1077788.50,464563.53,3191,43.10
2025-11-09,1103146.30,999699.38,448278.51,2905,44.84
2025-11-10,1224421.65,1110853.35,493465.66,3074,44.42
2025-11-11,1101850.25,995336.58,434211.59,2773,43.62
2025-11-12,1076053.02,978297.47,428546.68,2790,43.81
2025-11-13,1192497.33,1076123.42,467555.91,2977,43.45
2025-11-14,1270943.90,1157214.86,510009.28,3208,44.07
2025-11-15,1133970.16,1010531.77,432688.80,2955,42.82
2025-11-16,1226426.53,1113530.62,484962.02,3189,43.55
2025-11-17,1093103.70,981465.01,415562.01,2889,42.34
2025-11-18,1200001.92,1076997.05,461920.11,3091,42.89
2025-11-19,1167487.44,1055772.41,461529.09,2899,43.71
2025-11-20,1212457.85,1091797.73,463851.75,3132,42.49
2025-11-21,1152175.01,1053481.64,472579.44,2916,44.86
2025-11-22,1085716.89,996581.14,425149.73,2833,42.66
2025-11-23,1092692.34,993272.28,434057.79,2926,43.70
2025-11-24,1109785.82,1012177.56,443160.63,2827,43.78
2025-11-25,1172488.71,1057485.59,451892.81,2983,42.73
2025-11-26,1112830.36,999418.28,427459.25,2766,42.77
2025-11-27,1126881.52,1024957.84,445438.51,2899,43.46
2025-11-28,1280298.62,1158421.39,503695.21,3206,43.48
2025-11-29,1182770.07,1072377.67,475265.47,2978,44.32
2025-11-30,1091109.85,977100.92,411052.44,2856,42.07
2025-12-01,1159186.43,1045273.95,449354.99,2959,42.99
2025-12-02,1132433.51,1020102.83,452660.98,2915,44.37
2025-12-03,1179444.89,1078231.60,487802.45,2991,45.24
2025-12-04,1143774.73,1042141.42,462864.50,2915,44.41
2025-12-05,1152646.68,1049872.71,457341.41,2966,43.56
2025-12-06,1144664.81,1034932.86,463481.81,2945,44.78
2025-12-07,1032774.37,936672.95,399810.73,2735,42.68
2025-12-08,1108755.79,1002537.04,434607.13,2789,43.35
2025-12-09,1158757.75,1050337.13,446335.10,3063,42.49
2025-12-10,1099653.38,999426.34,433724.33,2839,43.40
2025-12-11,1217417.46,1103322.77,482270.34,3169,43.71
2025-12-12,1177273.49,1070166.81,472603.63,3012,44.16
2025-12-13,1142800.36,1039868.01,456209.18,2840,43.87
2025-12-14,1150524.18,1040809.00,455514.85,2995,43.77
2025-12-15,1169842.96,1064550.30,474352.74,2961,44.56
2025-12-16,1168596.43,1048420.95,448152.17,2990,42.75
2025-12-17,1113741.66,1015721.89,450014.35,2934,44.30
2025-12-18,1130000.66,1028824.14,445127.50,2869,43.27
2025-12-19,1090281.18,991167.59,440478.53,2961,44.44
2025-12-20,1155724.75,1049935.62,447397.96,3010,42.61
2025-12-21,1179244.61,1070617.85,475007.83,2992,44.37
2025-12-22,1147353.28,1040534.33,447319.11,2922,42.99
2025-12-23,1249522.92,1129553.83,494690.86,3126,43.80
2025-12-24,1167648.72,1065815.69,470691.89,3006,44.16
2025-12-25,1082253.74,981862.96,423477.19,2902,43.13
2025-12-26,1151654.85,1039538.12,452984.91,2922,43.58
2025-12-27,1226097.83,1111617.14,491247.38,3155,44.19
2025-12-28,1199917.53,1092136.23,490297.08,2985,44.89
2025-12-29,1200022.88,1085882.95,477244.20,3003,43.95
2025-12-30,1164233.89,1054596.74,463428.58,2962,43.94
2025-12-31,1147921.73,1041662.09,449875.62,2901,43.19
